project,category,column1,column2,column3,,
036,"HeartGold , SoulSilver ",Butterfree heartgold,"Route 47, Ilex Forest",,,
036,"HeartGold , SoulSilver ",Kakuna soulsilver-1,"Route 47, Ilex Forest",,,
036,"HeartGold , SoulSilver ",Beedrill soulsilver-1,"Route 47, Ilex Forest",,,
036,"HeartGold , SoulSilver ",Noarfang,Ilex Forest,,,
036,"HeartGold , SoulSilver ",Caterpie heartgold,Ilex Forest,,,
036,"HeartGold , SoulSilver ",Weedle soulsilver-1,Ilex Forest,,,
036,"HeartGold , SoulSilver ",Cherubi,National Park,,,
036,HGSS Group,Johto Group,"New Bark Town, Ecruteak City, Safari Zone Gate, Routes 26, 27, 29, 30, 31, 34, 35, 36, 37, 39, 48",,,
036,HGSS Group,Johto Mountain Group,"Azalea Town, Routes 33, 42, 44, 46",,,
036,HGSS Group,Viridian City Group,"Pallet Town, Viridian City, Routes 1, 2, 22",,,
036,HGSS Group,Cerulean City Group,"Cerulean City, Routes 5, 6, 8",,,
036,HGSS Group,Vermillion and Celadon City Group,"Vermilion City, Celadon City, Routes 7, 11, 16",,,
036,HGSS Group,Coastal Kanto Group,"Fuchsia City, Routes 12, 13, 14, 15, 18, 21",,,
036,HGSS Group,Mt. Moon Group,"Route 3, 4",,,
036,HGSS Group,Mt. Silver Group,"Route 28, Mt. Silver, Mt. Silver Cave",,,
036,HGSS Group,Lake of Rage Group,"Route 43, Lake of Rage",,,
037,"Gold , Silver , Crystal ",Krabby,"Dark Cave, Route 40, Cianwood City",,,
037,"Gold , Silver , Crystal ",Shuckle,"Dark Cave, Route 40, Cianwood City",,,
037,"Ruby , Sapphire , Emerald ",Geodude,"Granit Cave, Route 111, Route 114, Safari Zone Area 4, Victory Road",,,
037,"Ruby , Sapphire , Emerald ",Graveler,Victory Road,,,
037,"Ruby , Sapphire , Emerald ",Shuckle,Safari Zone Area 6 emerald,,,
037,"Ruby , Sapphire , Emerald ",Nosepass,Granite Cave,,,
037,"FireRed , LeafGreen ",Geodude,"Kindle Road, Mt. Ember, Rock Tunnel, Seavault Canyon, Cerulean Cave",,,
037,"FireRed , LeafGreen ",Graveler,"Kindle Road, Mt. Ember, Rock Tunnel, Seavault Canyon, Cerulean Cave",,,
037,"FireRed , LeafGreen ",Slugma,Mt. Ember B3F,,,
037,"FireRed , LeafGreen ",Magcargo,Mt. Ember B3F,,,
037,"HeartGold , SoulSilver ",Geodude,"Dark Cave, Victory Road, Cerulean Cave B1F 1F, Ruins of Alph",,,
037,"HeartGold , SoulSilver ",Graveler,"Victory Road, Cerulean Cave B1F 1F",,,
037,"HeartGold , SoulSilver ",Diglett,Vermilion City,,,
037,"HeartGold , SoulSilver ",Krabby,"Cianwood City, Route 19, Cliff Cave",,,
037,"HeartGold , SoulSilver ",Kingler,"Route 19, Cliff Cave",,,
037,"HeartGold , SoulSilver ",Dunsparce,Dark Cave,,,
037,"HeartGold , SoulSilver ",Shuckle,"Cianwood City, Vermilion City",,,
037,"X , Y ",Graveler,"Route 13, Route 18, Terminus Cave, Victory Road",,,
037,"X , Y ",Onix,"Cyllage City x, Glittering Cave",,,
037,"X , Y ",Slugma,Route 13,,,
037,"X , Y ",Shuckle,"Route 18, Terminus Cave, Victory Road",,,
037,"X , Y ",Dwebble,"Ambrette Town, Route 8, Route 12, Azure Bay, Cyllage City, Glittering Cave",,,
037,"X , Y ",Binacle,"Ambrette Town, Route 8, Route 12, Azure Bay
Cyllage City y",,,
037,"Omega Ruby , Alpha Sapphire ",Geodude,"Rusturf Tunnel, Route 111, Route 114, Granite Cave",,,
037,"Omega Ruby , Alpha Sapphire ",Graveler,"Lilycove City, Shoal Cave, Seafloor Cavern, Mirage Caves, Mirage Forests, Mirage Islands, Mirage Mountains",,,
037,"Omega Ruby , Alpha Sapphire ",Nosepass,Granite Cave,,,
037,"Omega Ruby , Alpha Sapphire ",Boldore,Mirage Caves,,,
037,"Omega Ruby , Alpha Sapphire ",Binacle,Mirage Islands,,,
037,"Omega Ruby , Alpha Sapphire ",Crustle,Mirage Mountains,,,
039,Kanto Champions,Brock,Geodude,,,
039,Kanto Champions,Brock,Graveler,,,
039,Kanto Champions,Brock,Golem,,,
039,Kanto Champions,Brock,Onix,,,
039,Kanto Champions,Brock,Rhyhorn,,,
039,Kanto Champions,Brock,Omastar,,,
039,Kanto Champions,Brock,Kabutops,,,
039,Kanto Champions,Brock,Aerodactyl,,,
039,Kanto Champions,Brock,Tyranitar,,,
039,Kanto Champions,Brock,Relicanth,,,
039,Kanto Champions,Brock,Rampardos,,,
039,Kanto Champions,Brock,Rhyperior,,,
039,Kanto Champions,Misty,Blastoise,,,
039,Kanto Champions,Misty,Golduck,,,
039,Kanto Champions,Misty,Slowbro,,,
039,Kanto Champions,Misty,Seaking,,,
039,Kanto Champions,Misty,Staryu,,,
039,Kanto Champions,Misty,Starmie,,,
039,Kanto Champions,Misty,Lapras,,,
039,Kanto Champions,Misty,Quagsire,,,
039,Kanto Champions,Misty,Lanturn,,,
039,Kanto Champions,Misty,Milotic,,,
039,Kanto Champions,Misty,Floatzel,,,
039,Kanto Champions,Misty,Carracosta,,,
039,Kanto Champions,Misty,Swanna,,,
039,Kanto Champions,Misty,Jellicent,,,
039,Kanto Champions,Lt. Surge,Pikachu,,,
039,Kanto Champions,Lt. Surge,Raichu,,,
039,Kanto Champions,Lt. Surge,Magneton,,,
039,Kanto Champions,Lt. Surge,Voltorb,,,
039,Kanto Champions,Lt. Surge,Electrode,,,
039,Kanto Champions,Lt. Surge,Electabuzz,,,
039,Kanto Champions,Lt. Surge,Jolteon,,,
039,Kanto Champions,Lt. Surge,Ampharos,,,
039,Kanto Champions,Lt. Surge,Lanturn,,,
039,Kanto Champions,Lt. Surge,Manectric,,,
039,Kanto Champions,Lt. Surge,Pachirisu,,,
039,Kanto Champions,Lt. Surge,Magnezone,,,
039,Kanto Champions,Lt. Surge,Electivire,,,
039,Kanto Champions,Erika,Venusaur,,,
039,Kanto Champions,Erika,Gloom,,,
039,Kanto Champions,Erika,Vileplume,,,
039,Kanto Champions,Erika,Weepinbell,,,
039,Kanto Champions,Erika,Victreebell,,,
039,Kanto Champions,Erika,Exeggcutor,,,
039,Kanto Champions,Erika,Tangela,,,
039,Kanto Champions,Erika,Jumpluff,,,
039,Kanto Champions,Erika,Bellossom,,,
039,Kanto Champions,Erika,Shiftry,,,
039,Kanto Champions,Erika,Cradily,,,
039,Kanto Champions,Erika,Roserade,,,
039,Kanto Champions,Erika,Abomasnow,,,
039,Kanto Champions,Erika,Tangrowth,,,
039,Kanto Champions,Erika,Whimsicott,,,
039,Kanto Champions,Erika,Lilligant,,,
039,Kanto Champions,Koga,Venonat,,,
039,Kanto Champions,Koga,Venomoth,,,
039,Kanto Champions,Koga,Muk,,,
039,Kanto Champions,Koga,Koffing,,,
039,Kanto Champions,Koga,Weezing,,,
039,Kanto Champions,Koga,Ariados,,,
039,Kanto Champions,Koga,Crobat,,,
039,Kanto Champions,Koga,Forretress,,,
039,Kanto Champions,Koga,Swalot,,,
039,Kanto Champions,Koga,Skuntank,,,
039,Kanto Champions,Koga,Toxicroak,,,
039,Kanto Champions,Janine,Arbok,,,
039,Kanto Champions,Janine,Nidoqueen,,,
039,Kanto Champions,Janine,Tentacruel,,,
039,Kanto Champions,Janine,Venomoth,,,
039,Kanto Champions,Janine,Weezing,,,
039,Kanto Champions,Janine,Ariados,,,
039,Kanto Champions,Janine,Crobat,,,
039,Kanto Champions,Janine,Drapion,,,
039,Kanto Champions,Janine,Toxicroak,,,
039,Kanto Champions,Janine,Roserade,,,
039,Kanto Champions,Sabrina,Abra,,,
039,Kanto Champions,Sabrina,Kadabra,,,
039,Kanto Champions,Sabrina,Alakazam,,,
039,Kanto Champions,Sabrina,Venomoth,,,
039,Kanto Champions,Sabrina,Hypno,,,
039,Kanto Champions,Sabrina,Exeggcutor,,,
039,Kanto Champions,Sabrina,Mr. Mime,,,
039,Kanto Champions,Sabrina,Jynx,,,
039,Kanto Champions,Sabrina,Mewtwo,,,
039,Kanto Champions,Sabrina,Espeon,,,
039,Kanto Champions,Sabrina,Slowking,,,
039,Kanto Champions,Sabrina,Wobbuffet,,,
039,Kanto Champions,Sabrina,Metagross,,,
039,Kanto Champions,Sabrina,Gallade,,,
039,Kanto Champions,Sabrina,Sigilyph,,,
039,Kanto Champions,Sabrina,Woobat,,,
039,Kanto Champions,Sabrina,Swoobat,,,
039,Kanto Champions,Blaine,Charizard,,,
039,Kanto Champions,Blaine,Ninetales,,,
039,Kanto Champions,Blaine,Growlithe,,,
039,Kanto Champions,Blaine,Arcanine,,,
039,Kanto Champions,Blaine,Ponyta,,,
039,Kanto Champions,Blaine,Rapidash,,,
039,Kanto Champions,Blaine,Magmar,,,
039,Kanto Champions,Blaine,Flareon,,,
039,Kanto Champions,Blaine,Houndoom,,,
039,Kanto Champions,Blaine,Magcargo,,,
039,Kanto Champions,Blaine,Camerupt,,,
039,Kanto Champions,Blaine,Torkoal,,,
039,Kanto Champions,Blaine,Magmotar,,,
039,Kanto Champions,Blaine,Rotom,,,
039,Kanto Champions,Giovanni,Sandslash,,,
039,Kanto Champions,Giovanni,Nidoqueen,,,
039,Kanto Champions,Giovanni,Nidorino,,,
039,Kanto Champions,Giovanni,Nidoking,,,
039,Kanto Champions,Giovanni,Persian,,,
039,Kanto Champions,Giovanni,Dugtrio,,,
039,Kanto Champions,Giovanni,Golem,,,
039,Kanto Champions,Giovanni,Onix,,,
039,Kanto Champions,Giovanni,Marowak,,,
039,Kanto Champions,Giovanni,Rhyhorn,,,
039,Kanto Champions,Giovanni,Rhydon,,,
039,Kanto Champions,Giovanni,Kangaskhan,,,
039,Kanto Champions,Giovanni,Honchrow,,,
039,Kanto Champions,Giovanni,Rhyperior,,,
039,Kanto Champions,Giovanni,Garchomp,,,
039,Kanto Champions,Giovanni,Hippowdon,,,
039,Kanto Champions,Giovanni,Gliscor,,,
039,Kanto Champions,Giovanni,Krookodile,,,
039,Kanto Champions,Blue,Venusaur,,,
039,Kanto Champions,Blue,Charizard,,,
039,Kanto Champions,Blue,Blastoise,,,
039,Kanto Champions,Blue,Pidgeot,,,
039,Kanto Champions,Blue,Sandslash,,,
039,Kanto Champions,Blue,Arcanine,,,
039,Kanto Champions,Blue,Alakazam,,,
039,Kanto Champions,Blue,Machamp,,,
039,Kanto Champions,Blue,Magneton,,,
039,Kanto Champions,Blue,Cloyster,,,
039,Kanto Champions,Blue,Exeggcutor,,,
039,Kanto Champions,Blue,Rhydon,,,
039,Kanto Champions,Blue,Gyarados,,,
039,Kanto Champions,Blue,Vaporeon,,,
039,Kanto Champions,Blue,Jolteon,,,
039,Kanto Champions,Blue,Flareon,,,
039,Kanto Champions,Blue,Aerodactyl,,,
039,Kanto Champions,Blue,Heracross,,,
039,Kanto Champions,Blue,Tyranitar,,,
039,Kanto Champions,Blue,Rhyperior,,,
039,Johto Champions,Falkner,Pidgey,,,
039,Johto Champions,Falkner,Pidgeotto,,,
039,Johto Champions,Falkner,Pidgeot,,,
039,Johto Champions,Falkner,Fearow,,,
039,Johto Champions,Falkner,Dodrio,,,
039,Johto Champions,Falkner,Aerodactyl,,,
039,Johto Champions,Falkner,Noctowl,,,
039,Johto Champions,Falkner,Crobat,,,
039,Johto Champions,Falkner,Xatu,,,
039,Johto Champions,Falkner,Lugia,,,
039,Johto Champions,Falkner,Swellow,,,
039,Johto Champions,Falkner,Pelipper,,,
039,Johto Champions,Falkner,Staraptor,,,
039,Johto Champions,Falkner,Honchrow,,,
039,Johto Champions,Bugsy,Metapod,,,
039,Johto Champions,Bugsy,Kakuna,,,
039,Johto Champions,Bugsy,Scyther,,,
039,Johto Champions,Bugsy,Pinsir,,,
039,Johto Champions,Bugsy,Forretress,,,
039,Johto Champions,Bugsy,Shuckle,,,
039,Johto Champions,Bugsy,Scizor,,,
039,Johto Champions,Bugsy,Heracross,,,
039,Johto Champions,Bugsy,Shedinja,,,
039,Johto Champions,Bugsy,Armaldo,,,
039,Johto Champions,Bugsy,Yanmega,,,
039,Johto Champions,Bugsy,Vespiquen,,,
039,Johto Champions,Whitney,Clefairy,,,
039,Johto Champions,Whitney,Clefable,,,
039,Johto Champions,Whitney,Wigglytuff,,,
039,Johto Champions,Whitney,Tauros,,,
039,Johto Champions,Whitney,Miltank,,,
039,Johto Champions,Whitney,Girafarig,,,
039,Johto Champions,Whitney,Ursaring,,,
039,Johto Champions,Whitney,Blissey,,,
039,Johto Champions,Whitney,Delcatty,,,
039,Johto Champions,Whitney,Bibarel,,,
039,Johto Champions,Whitney,Lopunny,,,
039,Johto Champions,Whitney,Ambipom,,,
039,Johto Champions,Whitney,Lickilicky,,,
039,Johto Champions,Whitney,Watchog,,,
039,Johto Champions,Whitney,Cinccino,,,
039,Johto Champions,Morty,Gastly,,,
039,Johto Champions,Morty,Haunter,,,
039,Johto Champions,Morty,Gengar,,,
039,Johto Champions,Morty,Sableye,,,
039,Johto Champions,Morty,Banette,,,
039,Johto Champions,Morty,Drifblim,,,
039,Johto Champions,Morty,Dusknoir,,,
039,Johto Champions,Morty,Mismagius,,,
039,Johto Champions,Morty,Froslass,,,
039,Johto Champions,Morty,Chandelure,,,
039,Johto Champions,Morty,Cofagrigus,,,
039,Johto Champions,Morty,Jellicent,,,
039,Johto Champions,Chuck,Primeape,,,
039,Johto Champions,Chuck,Poliwrath,,,
039,Johto Champions,Chuck,Machamp,,,
039,Johto Champions,Chuck,Hitmonlee,,,
039,Johto Champions,Chuck,Hitmonchan,,,
039,Johto Champions,Chuck,Hitmontop,,,
039,Johto Champions,Chuck,Breloom,,,
039,Johto Champions,Chuck,Medicham,,,
039,Johto Champions,Chuck,Conkeldurr,,,
039,Johto Champions,Jasmine,Magnemite,,,
039,Johto Champions,Jasmine,Forretress,,,
039,Johto Champions,Jasmine,Steelix,,,
039,Johto Champions,Jasmine,Skarmory,,,
039,Johto Champions,Jasmine,Mawile,,,
039,Johto Champions,Jasmine,Metagross,,,
039,Johto Champions,Jasmine,Empoleon,,,
039,Johto Champions,Jasmine,Bronzong,,,
039,Johto Champions,Jasmine,Magnezone,,,
039,Johto Champions,Jasmine,Lucario,,,
039,Johto Champions,Jasmine,Ferrothorn,,,
039,Johto Champions,Jasmine,Klinklang,,,
039,Johto Champions,Jasmine,Excadrill,,,
039,Johto Champions,Pryce,Cloyster,,,
039,Johto Champions,Pryce,Seel,,,
039,Johto Champions,Pryce,Dewgong,,,
039,Johto Champions,Pryce,Jynx,,,
039,Johto Champions,Pryce,Lapras,,,
039,Johto Champions,Pryce,Piloswine,,,
039,Johto Champions,Pryce,Glalie,,,
039,Johto Champions,Pryce,Walrein,,,
039,Johto Champions,Pryce,Abomasnow,,,
039,Johto Champions,Pryce,Froslass,,,
039,Johto Champions,Pryce,Mamoswine,,,
039,Johto Champions,Pryce,Weavile,,,
039,Johto Champions,Clair,Charizard,,,
039,Johto Champions,Clair,Gyarados,,,
039,Johto Champions,Clair,Aerodactyl,,,
039,Johto Champions,Clair,Dragonair,,,
039,Johto Champions,Clair,Dragonite,,,
039,Johto Champions,Clair,Kingdra,,,
039,Johto Champions,Clair,Altaria,,,
039,Johto Champions,Clair,Salamence,,,
039,Johto Champions,Clair,Garchomp,,,
039,Johto Champions,Clair,Druddigon,,,
039,Hoenn Champions,Roxanne,Geodude,,,
039,Hoenn Champions,Roxanne,Golem,,,
039,Hoenn Champions,Roxanne,Onix,,,
039,Hoenn Champions,Roxanne,Omanyte,,,
039,Hoenn Champions,Roxanne,Omastar,,,
039,Hoenn Champions,Roxanne,Kabuto,,,
039,Hoenn Champions,Roxanne,Kabutops,,,
039,Hoenn Champions,Roxanne,Aerodactyl,,,
039,Hoenn Champions,Roxanne,Steelix,,,
039,Hoenn Champions,Roxanne,Nosepass,,,
039,Hoenn Champions,Roxanne,Aggron,,,
039,Hoenn Champions,Roxanne,Relicanth,,,
039,Hoenn Champions,Roxanne,Armaldo,,,
039,Hoenn Champions,Roxanne,Cradily,,,
039,Hoenn Champions,Roxanne,Probopass,,,
039,Hoenn Champions,Roxanne,Carracosta,,,
039,Hoenn Champions,Brawly,Machop,,,
039,Hoenn Champions,Brawly,Machamp,,,
039,Hoenn Champions,Brawly,Hitmonlee,,,
039,Hoenn Champions,Brawly,Hitmonchan,,,
039,Hoenn Champions,Brawly,Hitmontop,,,
039,Hoenn Champions,Brawly,Heracross,,,
039,Hoenn Champions,Brawly,Breloom,,,
039,Hoenn Champions,Brawly,Makuhita,,,
039,Hoenn Champions,Brawly,Hariyama,,,
039,Hoenn Champions,Brawly,Meditite,,,
039,Hoenn Champions,Brawly,Medicham,,,
039,Hoenn Champions,Brawly,Scrafty,,,
039,Hoenn Champions,Brawly,Mienfoo,,,
039,Hoenn Champions,Wattson,Pikachu,,,
039,Hoenn Champions,Wattson,Raichu,,,
039,Hoenn Champions,Wattson,Magnemite,,,
039,Hoenn Champions,Wattson,Magneton,,,
039,Hoenn Champions,Wattson,Voltorb,,,
039,Hoenn Champions,Wattson,Electrode,,,
039,Hoenn Champions,Wattson,Electabuzz,,,
039,Hoenn Champions,Wattson,Mareep,,,
039,Hoenn Champions,Wattson,Flaafy,,,
039,Hoenn Champions,Wattson,Ampharos,,,
039,Hoenn Champions,Wattson,Electrike,,,
039,Hoenn Champions,Wattson,Manetric,,,
039,Hoenn Champions,Wattson,Plusle,,,
039,Hoenn Champions,Wattson,Minun,,,
039,Hoenn Champions,Wattson,Rotom,,,
039,Hoenn Champions,Wattson,Magnezone,,,
039,Hoenn Champions,Flannery,Growlithe,,,
039,Hoenn Champions,Flannery,Arcanine,,,
039,Hoenn Champions,Flannery,Ponyta,,,
039,Hoenn Champions,Flannery,Rapidash,,,
039,Hoenn Champions,Flannery,Slugma,,,
039,Hoenn Champions,Flannery,Magcargo,,,
039,Hoenn Champions,Flannery,Houndour,,,
039,Hoenn Champions,Flannery,Houndoom,,,
039,Hoenn Champions,Flannery,Brasegali,,,
039,Hoenn Champions,Flannery,Numel,,,
039,Hoenn Champions,Flannery,Camerupt,,,
039,Hoenn Champions,Flannery,Torkoal,,,
039,Hoenn Champions,Flannery,Magmotar,,,
039,Hoenn Champions,Flannery,Chandelure,,,
039,Hoenn Champions,Norman,Chansey,,,
039,Hoenn Champions,Norman,Kangaskhan,,,
039,Hoenn Champions,Norman,Tauros,,,
039,Hoenn Champions,Norman,Linoone,,,
039,Hoenn Champions,Norman,Vigoroth,,,
039,Hoenn Champions,Norman,Slaking,,,
039,Hoenn Champions,Norman,Spinda,,,
039,Hoenn Champions,Norman,Kecleon,,,
039,Hoenn Champions,Norman,Castform,,,
039,Hoenn Champions,Norman,Exploud,,,
039,Hoenn Champions,Norman,Zangoose,,,
039,Hoenn Champions,Norman,Ambipom,,,
039,Hoenn Champions,Norman,Bouffalant,,,
039,Hoenn Champions,Norman,Staraptor,,,
039,Hoenn Champions,Norman,Sawsbuck,,,
039,Hoenn Champions,Norman,Stoutland,,,
039,Hoenn Champions,Winona,Gyarados,,,
039,Hoenn Champions,Winona,Dratini,,,
039,Hoenn Champions,Winona,Dragonair,,,
039,Hoenn Champions,Winona,Dragonite,,,
039,Hoenn Champions,Winona,Hoothoot,,,
039,Hoenn Champions,Winona,Noctowl,,,
039,Hoenn Champions,Winona,Skarmory,,,
039,Hoenn Champions,Winona,Swellow,,,
039,Hoenn Champions,Winona,Pelipper,,,
039,Hoenn Champions,Winona,Swablu,,,
039,Hoenn Champions,Winona,Altaria,,,
039,Hoenn Champions,Winona,Tropius,,,
039,Hoenn Champions,Winona,Rayquaza,,,
039,Hoenn Champions,Winona,Honchrow,,,
039,Hoenn Champions,Winona,Sigilyph,,,
039,Hoenn Champions,Tate and Liza,Drowzee,,,
039,Hoenn Champions,Tate and Liza,Hypno,,,
039,Hoenn Champions,Tate and Liza,Slowpoke,,,
039,Hoenn Champions,Tate and Liza,Xatu,,,
039,Hoenn Champions,Tate and Liza,Slowking,,,
039,Hoenn Champions,Tate and Liza,Gardevoir,,,
039,Hoenn Champions,Tate and Liza,Lunatone,,,
039,Hoenn Champions,Tate and Liza,Solrock,,,
039,Hoenn Champions,Tate and Liza,Chimecho,,,
039,Hoenn Champions,Tate and Liza,Claydol,,,
039,Hoenn Champions,Tate and Liza,Grumpig,,,
039,Hoenn Champions,Tate and Liza,Gallade,,,
039,Hoenn Champions,Tate and Liza,Bronzong,,,
039,Hoenn Champions,Tate and Liza,Gothitelle,,,
039,Hoenn Champions,Tate and Liza,Reuniclus,,,
039,Hoenn Champions,Wallace,Tentacruel,,,
039,Hoenn Champions,Wallace,Starmie,,,
039,Hoenn Champions,Wallace,Seaking,,,
039,Hoenn Champions,Wallace,Gyarados,,,
039,Hoenn Champions,Wallace,Swampert,,,
039,Hoenn Champions,Wallace,Ludicolo,,,
039,Hoenn Champions,Wallace,Sealeo,,,
039,Hoenn Champions,Wallace,Walrein,,,
039,Hoenn Champions,Wallace,Luvdisc,,,
039,Hoenn Champions,Wallace,Whiscash,,,
039,Hoenn Champions,Wallace,Milotic,,,
039,Hoenn Champions,Wallace,Wailord,,,
039,Hoenn Champions,Wallace,Sharpedo,,,
039,Hoenn Champions,Juan,Poliwag,,,
039,Hoenn Champions,Juan,Poliwhirl,,,
039,Hoenn Champions,Juan,Lapras,,,
039,Hoenn Champions,Juan,Politoed,,,
039,Hoenn Champions,Juan,Luvdisc,,,
039,Hoenn Champions,Juan,Kingdra,,,
039,Hoenn Champions,Juan,Whiscash,,,
039,Hoenn Champions,Juan,Sealeo,,,
039,Hoenn Champions,Juan,Walrein,,,
039,Hoenn Champions,Juan,Crawdaunt,,,
039,Hoenn Champions,Juan,Huntail,,,
039,Hoenn Champions,Juan,Gorebyss,,,
039,Hoenn Champions,Juan,Relicanth,,,
039,Sinnoh Champions,Roark,Geodude,,,
039,Sinnoh Champions,Roark,Golem,,,
039,Sinnoh Champions,Roark,Onix,,,
039,Sinnoh Champions,Roark,Aerodactyl,,,
039,Sinnoh Champions,Roark,Sudowoodo,,,
039,Sinnoh Champions,Roark,Tyranitar,,,
039,Sinnoh Champions,Roark,Relicanth,,,
039,Sinnoh Champions,Roark,Cranidos,,,
039,Sinnoh Champions,Roark,Rampardos,,,
039,Sinnoh Champions,Roark,Probopass,,,
039,Sinnoh Champions,Roark,Archeops,,,
039,Sinnoh Champions,Roark,Crustle,,,
039,Sinnoh Champions,Gardenia,Jumpluff,,,
039,Sinnoh Champions,Gardenia,Bellossom,,,
039,Sinnoh Champions,Gardenia,Breloom,,,
039,Sinnoh Champions,Gardenia,Tropius,,,
039,Sinnoh Champions,Gardenia,Turtwig,,,
039,Sinnoh Champions,Gardenia,Torterra,,,
039,Sinnoh Champions,Gardenia,Cherubi,,,
039,Sinnoh Champions,Gardenia,Cherrim,,,
039,Sinnoh Champions,Gardenia,Roserade,,,
039,Sinnoh Champions,Gardenia,Carnivine,,,
039,Sinnoh Champions,Gardenia,Tangrowth,,,
039,Sinnoh Champions,Gardenia,Leafeon,,,
039,Sinnoh Champions,Maylene,Machoke,,,
039,Sinnoh Champions,Maylene,Machamp,,,
039,Sinnoh Champions,Maylene,Breloom,,,
039,Sinnoh Champions,Maylene,Meditite,,,
039,Sinnoh Champions,Maylene,Medicham,,,
039,Sinnoh Champions,Maylene,Infernape,,,
039,Sinnoh Champions,Maylene,Lucario,,,
039,Sinnoh Champions,Maylene,Toxicroak,,,
039,Sinnoh Champions,Maylene,Gallade,,,
039,Sinnoh Champions,Crasher Wake,Poliwrath,,,
039,Sinnoh Champions,Crasher Wake,Gyarados,,,
039,Sinnoh Champions,Crasher Wake,Quagsire,,,
039,Sinnoh Champions,Crasher Wake,Ludicolo,,,
039,Sinnoh Champions,Crasher Wake,Sharpedo,,,
039,Sinnoh Champions,Crasher Wake,Empoleon,,,
039,Sinnoh Champions,Crasher Wake,Floatzel,,,
039,Sinnoh Champions,Crasher Wake,Lumineon,,,
039,Sinnoh Champions,Crasher Wake,Gastrodon,,,
039,Sinnoh Champions,Fantina,Haunter,,,
039,Sinnoh Champions,Fantina,Gengar,,,
039,Sinnoh Champions,Fantina,Duskull,,,
039,Sinnoh Champions,Fantina,Banette,,,
039,Sinnoh Champions,Fantina,Drifblim,,,
039,Sinnoh Champions,Fantina,Mismagius,,,
039,Sinnoh Champions,Fantina,Dusknoir,,,
039,Sinnoh Champions,Fantina,Spiritomb,,,
039,Sinnoh Champions,Fantina,Rotom,,,
039,Sinnoh Champions,Fantina,Jellicent,,,
039,Sinnoh Champions,Fantina,Giratina,,,
039,Sinnoh Champions,Byron,Magneton,,,
039,Sinnoh Champions,Byron,Forretress,,,
039,Sinnoh Champions,Byron,Steelix,,,
039,Sinnoh Champions,Byron,Skarmory,,,
039,Sinnoh Champions,Byron,Aggron,,,
039,Sinnoh Champions,Byron,Bronzor,,,
039,Sinnoh Champions,Byron,Bronzong,,,
039,Sinnoh Champions,Byron,Bastiodon,,,
039,Sinnoh Champions,Byron,Magnezone,,,
039,Sinnoh Champions,Byron,Excadrill,,,
039,Sinnoh Champions,Candice,Sneasel,,,
039,Sinnoh Champions,Candice,Piloswine,,,
039,Sinnoh Champions,Candice,Medicham,,,
039,Sinnoh Champions,Candice,Glalie,,,
039,Sinnoh Champions,Candice,Snover,,,
039,Sinnoh Champions,Candice,Abomasnow,,,
039,Sinnoh Champions,Candice,Weavile,,,
039,Sinnoh Champions,Candice,Mamoswine,,,
039,Sinnoh Champions,Candice,Froslass,,,
039,Sinnoh Champions,Candice,Glaceon,,,
039,Sinnoh Champions,Volkner,Raichu,,,
039,Sinnoh Champions,Volkner,Electrode,,,
039,Sinnoh Champions,Volkner,Jolteon,,,
039,Sinnoh Champions,Volkner,Lanturn,,,
039,Sinnoh Champions,Volkner,Octillery,,,
039,Sinnoh Champions,Volkner,Ambipom,,,
039,Sinnoh Champions,Volkner,Luxray,,,
039,Sinnoh Champions,Volkner,Electivire,,,
039,Sinnoh Champions,Volkner,Rotom,,,
039,Sinnoh Champions,Volkner,Eelektross,,,
039,Sinnoh Champions,Volkner,Galvantula,,,
039,Sinnoh Champions,Volkner,Zebstrika,,,
039,Unova Champions,Cilan,Serperior,,,
039,Unova Champions,Cilan,Lillipup,,,
039,Unova Champions,Cilan,Pansage,,,
039,Unova Champions,Cilan,Simisage,,,
039,Unova Champions,Cilan,Maractus,,,
039,Unova Champions,Cilan,Ferrothorn,,,
039,Unova Champions,Cilan,Jumpluff,,,
039,Unova Champions,Cilan,Whimsicott,,,
039,Unova Champions,Cilan,Lilligant,,,
039,Unova Champions,Chili,Arcanine,,,
039,Unova Champions,Chili,Camerupt,,,
039,Unova Champions,Chili,Magmotar,,,
039,Unova Champions,Chili,Emboar,,,
039,Unova Champions,Chili,Lillipup,,,
039,Unova Champions,Chili,Pansear,,,
039,Unova Champions,Chili,Simisear,,,
039,Unova Champions,Chili,Heatmor,,,
039,Unova Champions,Chili,Darmanitan,,,
039,Unova Champions,Cress,Lillipup,,,
039,Unova Champions,Cress,Panpour,,,
039,Unova Champions,Cress,Simipour,,,
039,Unova Champions,Cress,Basculin,,,
039,Unova Champions,Cress,Slowking,,,
039,Unova Champions,Cress,Golduck,,,
039,Unova Champions,Cress,Floatzel,,,
039,Unova Champions,Cress,Azumarill,,,
039,Unova Champions,Cress,Crawdaunt,,,
039,Unova Champions,Cress,Samurott,,,
039,Unova Champions,Cress,Seismitoad,,,
039,Unova Champions,Lenora,Herdier,,,
039,Unova Champions,Lenora,Watchog,,,
039,Unova Champions,Lenora,Audino,,,
039,Unova Champions,Lenora,Clefable,,,
039,Unova Champions,Lenora,Kangaskhan,,,
039,Unova Champions,Lenora,Sawsbuck,,,
039,Unova Champions,Lenora,Dunsparce,,,
039,Unova Champions,Lenora,Braviary,,,
